"Path","LineNumber","Line"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2063_real_logic_certification_package.py","80","            simulations.append((pnl, dd))"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2063_real_logic_certification_package.py","82","        worst_pnl = round(min(x[0] for x in simulations), 6)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2063_real_logic_certification_package.py","83","        worst_dd = round(min(x[1] for x in simulations), 8)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\p2063_real_logic_certification_package.py","90","            ""simulations"": 500,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_contract_compat_fix.py","91","Path(""app/eldora/core/predictive_simulation_engine.py"").write_text("""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_contract_compat_fix.py","92","def run_simulation(goal=None, context=None):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_contract_compat_fix.py","104","    return run_simulation(payload, None)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_contract_compat_fix.py","106","def simulation_health():"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_contract_compat_fix.py","107","    return {""status"": ""ok"", ""engine"": ""predictive_simulation_engine""}"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_contract_compat_fix.py","109","def simulation_report():"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_contract_compat_fix.py","110","    return simulation_health()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_contract_compat_fix.py","113","Path(""app/p7_adapters/hierarchical_planner_adapter.py"").write_text("""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_controlled_hardening_patch.py","112","""app/eldora/core/predictive_simulation_engine.py"": """""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_controlled_hardening_patch.py","127","def simulation_health():"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_controlled_hardening_patch.py","128","    return {""status"": ""operational"", ""engine"": ""predictive_simulation_engine""}"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_controlled_hardening_patch.py","130","""app/p7_adapters/hierarchical_planner_adapter.py"": """""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_fix_hierarchical_planner_contract.py","3","Path(""app/p7_adapters/hierarchical_planner_adapter.py"").write_text("""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_fix_hierarchical_planner_contract.py","27","print(""hierarchical planner contract fixed"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_fix_p7_canonical_contract_import.py","3","Path(""app/p7_adapters/hierarchical_planner_adapter.py"").write_text("""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_fix_p7_response_contract.py","3","Path(""app/p7_adapters/hierarchical_planner_adapter.py"").write_text("""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_fix_p7_response_contract.py","49","print(""P7 hierarchical planner response contract fixed"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_fix_predictive_simulation_contract.py","3","Path(""app/eldora/core/predictive_simulation_engine.py"").write_text("""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_fix_predictive_simulation_contract.py","4","def run_simulation(goal=None, context=None):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_fix_predictive_simulation_contract.py","16","    return run_simulation(payload, None)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_fix_predictive_simulation_contract.py","18","def simulation_health():"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_fix_predictive_simulation_contract.py","21","        ""engine"": ""predictive_simulation_engine"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_fix_predictive_simulation_contract.py","24","def simulation_report():"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_fix_predictive_simulation_contract.py","25","    return simulation_health()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_45P_fix_predictive_simulation_contract.py","28","print(""predictive_simulation_engine contract fixed"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_46_import_performance.py","10","    ""app.eldora.core.predictive_simulation_engine"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_46_import_performance.py","11","    ""app.p7_adapters.hierarchical_planner_adapter"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_47B_create_level_a_shadow.py","21","            ""hierarchical_planner"": False,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_47B_create_level_a_shadow.py","22","            ""autonomous_planner"": False,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_47B_create_level_a_shadow.py","33","        trace[""capabilities""][""hierarchical_planner""] = True"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_47B_create_level_a_shadow.py","34","        trace[""capabilities""][""autonomous_planner""] = True"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_47C_level_a_real_consumption_patch.py","3","p = Path(""app/runtime/cognitive_pipeline.py"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_47D_whatsapp_router_stabilization.py","6","old = '''        visible = run_cognitive_pipeline(sender_id, expanded_message)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_47D_whatsapp_router_stabilization.py","10","new = '''        visible = run_cognitive_pipeline(sender_id, expanded_message)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_47D_whatsapp_router_stabilization.py","13","        visible = run_cognitive_pipeline(sender_id, inbound_text)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_48C_create_level_b_shadow_runtime.py","19","            ""predictive_simulation"": False,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_48C_create_level_b_shadow_runtime.py","37","        trace[""capabilities""][""predictive_simulation""] = True"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\scripts\P4_48C_create_level_b_shadow_runtime.py","38","        trace[""signals""].append(""simulation_context"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\institutional\test_p1902e_coverage_expansion_planner.py","7","def test_p1902e_coverage_expansion_planner_runs():"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\institutional\test_p1902e_coverage_expansion_planner.py","9","        [sys.executable, ""_institutional/P1902E_COVERAGE_EXPANSION_PLANNER/coverage_expansion_planner.py""],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\institutional\test_p1902e_coverage_expansion_planner.py","24","        ""COVERAGE_EXPANSION_PLANNER.json"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\institutional\test_p1902e_coverage_expansion_planner.py","33","    assert data[""program""] == ""P1902E_COVERAGE_EXPANSION_PLANNER"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\modules\test_usde_autonomous_pipeline.py","1","from app.modules.usde_core.autonomous_scientific_pipeline import AutonomousScientificPipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\modules\test_usde_autonomous_pipeline.py","3","def test_autonomous_pipeline():"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\modules\test_usde_autonomous_pipeline.py","4","    r=AutonomousScientificPipeline().run("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\modules\test_usde_scientific_pipeline.py","2","from app.modules.usde_core.scientific_pipeline import ScientificPipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\modules\test_usde_scientific_pipeline.py","4","def test_scientific_pipeline_run():"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\modules\test_usde_scientific_pipeline.py","5","    p = Path(""tmp_scientific_pipeline.txt"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\modules\test_usde_scientific_pipeline.py","8","    result = ScientificPipeline(""_evidence/P4.46X_USDE_CORE/test_pipeline"").run("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_conversation_maturity.py","2","def test_conversation_maturity_simulation_gate():"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_autonomous_pipeline_integration.py","1","from app.runtime.cognitive_pipeline import run_cognitive_pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_autonomous_pipeline_integration.py","3","def test_autonomous_layer_inside_pipeline():"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_autonomous_pipeline_integration.py","4","    out = run_cognitive_pipeline(""Roberto"", ""prosseguir evolução do MIND com autonomia"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_autonomous_runtime.py","1","from app.eldora.core.autonomous_planner import create_plan"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_business.py","15","def test_lead_pipeline():"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_conversational_reasoning.py","1","from app.runtime.cognitive_pipeline import run_cognitive_pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_conversational_reasoning.py","4","    out = run_cognitive_pipeline(""RobertoFollow"", ""qual o melhor?"")[""answer""]"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_conversational_reasoning.py","9","    run_cognitive_pipeline(""RobertoCause"", ""qual o melhor?"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_conversational_reasoning.py","10","    out = run_cognitive_pipeline(""RobertoCause"", ""porque?"")[""answer""]"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_conversational_reasoning.py","15","    run_cognitive_pipeline(""RobertoConfirm"", ""qual o melhor?"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_conversational_reasoning.py","16","    out = run_cognitive_pipeline(""RobertoConfirm"", ""certeza?"")[""answer""]"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_dynamic_dialogue.py","1","from app.runtime.cognitive_pipeline import run_cognitive_pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_dynamic_dialogue.py","4","    a = run_cognitive_pipeline(""Roberto"", ""oi"")[""answer""]"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_dynamic_dialogue.py","5","    b = run_cognitive_pipeline(""Roberto"", ""e como posso fazer isso?"")[""answer""]"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_dynamic_dialogue.py","6","    c = run_cognitive_pipeline(""Roberto"", ""porque vc repete?"")[""answer""]"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_dynamic_dialogue.py","12","    out = run_cognitive_pipeline(""Roberto2"", ""ok"")[""answer""]"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_global_humanization.py","1","from app.runtime.cognitive_pipeline import run_cognitive_pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_global_humanization.py","4","    out = run_cognitive_pipeline(""Roberto"", ""ok"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_global_humanization.py","8","    out = run_cognitive_pipeline(""Roberto"", ""e o que vc achou disso?"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_global_humanization.py","13","    out = run_cognitive_pipeline(""Roberto"", ""prosseguir"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_human_smalltalk.py","1","from app.runtime.cognitive_pipeline import run_cognitive_pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_human_smalltalk.py","4","    out = run_cognitive_pipeline(""RobertoHuman"", ""como ta?"")[""answer""].lower()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_human_smalltalk.py","9","    out = run_cognitive_pipeline(""RobertoHuman"", ""tudo bem?"")[""answer""].lower()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_human_smalltalk.py","14","    out = run_cognitive_pipeline(""RobertoHuman"", ""boa tarde"")[""answer""].lower()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_identity_help.py","1","from app.runtime.cognitive_pipeline import run_cognitive_pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_identity_help.py","4","    out = run_cognitive_pipeline(""RobertoIdentity"", ""quem eh vc?"")[""answer""].lower()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_identity_help.py","10","    out = run_cognitive_pipeline(""RobertoIdentity"", ""como vai me ajudar?"")[""answer""].lower()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_multimodal.py","2","from app.eldora.core.ocr_engine import run_ocr_simulation"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_multimodal.py","3","from app.eldora.core.audio_transcript_engine import transcript_audio_simulation"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_multimodal.py","8","    r=run_ocr_simulation(""eldora visual cognition"")"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\tests\test_eldora_multimodal.py","12","    r=transcript_audio_simulation(""teste de transcrição"")"
